sample_id,medicine,batch_id,manufacturer,measurement_id,ch450,ch500,ch550,ch570,ch600,ch650
P006,paracetamol,B182,ASD_public_dataset,1,0.2039327666666666,0.1994260285714285,0.1976954285714285,0.1973782333333333,0.1970129904761905,0.1961134761904762
V001,vitamin C,B183,ASD_public_dataset,1,0.3264712999999999,0.2863245142857143,0.2630712666666666,0.2568205428571429,0.2496654476190476,0.2428677428571428
S001,sugar (powdered),B184,ASD_public_dataset,1,0.2010826857142857,0.1964077095238095,0.1936212571428571,0.1929719047619047,0.1923567619047619,0.1922450714285715
G002,glucose,B185,ASD_public_dataset,1,0.1930325428571428,0.1898608714285714,0.1880502714285714,0.1876545666666666,0.1872482523809523,0.1872585666666666
B001,boric acid,B186,ASD_public_dataset,1,0.2549418809523809,0.2545667285714286,0.2548905952380952,0.255243480952381,0.2557436428571428,0.2566294238095238
D003,diltiazem,B187,ASD_public_dataset,1,0.1880046476190476,0.1818156380952381,0.1739173428571429,0.1723423619047619,0.1709085285714285,0.1693311095238095
P007,prometazine,B188,ASD_public_dataset,1,0.3287773904761905,0.3208984047619047,0.3121782380952381,0.308667219047619,0.3047739380952381,0.299491180952381
N001,non-dairy creamer,B189,ASD_public_dataset,1,0.3191128619047618,0.2754677095238095,0.2302235238095238,0.2212318047619047,0.2122849285714285,0.2041471952380952
W001,wheat flour,B190,ASD_public_dataset,1,0.3028647857142856,0.2703784809523809,0.2447072428571429,0.2363552619047619,0.2271730999999999,0.2173572047619047
A004,acetylsalicylic acid,B191,ASD_public_dataset,1,0.3096855523809524,0.2984630619047618,0.2900156619047619,0.2872991904761904,0.2837561190476191,0.2789729857142857
C104,caffeine,B192,ASD_public_dataset,1,0.2285742619047618,0.2269641857142857,0.2264892095238095,0.2265710857142857,0.2267839428571428,0.2266990523809524
H002,heroin (white),B193,ASD_public_dataset,1,0.4472290428571429,0.4040431666666666,0.3697814666666667,0.3569666999999999,0.3385717,0.3122660857142857
S002,"sildenafil citrate tablet, grinded",B194,ASD_public_dataset,1,0.2557586857142857,0.2411902714285714,0.2306586238095238,0.2278579333333333,0.2245298952380952,0.2189959904761905
O001,"oxazepam tablet, grinded",B195,ASD_public_dataset,1,0.2138042238095238,0.183889419047619,0.1634381857142857,0.1593865809523809,0.155499019047619,0.1520413333333333
F013,"flunitrazepam tablet, grinded",B196,ASD_public_dataset,1,0.320316038095238,0.294084519047619,0.2800519761904762,0.2760661571428572,0.271131438095238,0.264249319047619
F014,"4-FA tablet, grinded",B197,ASD_public_dataset,1,0.4298503714285714,0.3806526428571429,0.3470125999999999,0.3360104380952381,0.3195642714285714,0.2945627095238095
P008,"paracetamol :caffein, 1:1",B198,ASD_public_dataset,1,0.1888755666666667,0.1871395047619047,0.1864797,0.1864181047619047,0.1863341999999999,0.1862758571428571
L003,levamisole,B199,ASD_public_dataset,1,0.2992539238095237,0.2912835904761904,0.2864596190476191,0.2854689238095239,0.284670638095238,0.2830953714285714
L004,"levamisole:lidocaine, 1:1",B200,ASD_public_dataset,1,0.1609699952380952,0.1557313571428571,0.1535622095238095,0.1532122809523809,0.1529260142857142,0.1530242285714285
L005,"levamisole:paracetamol:lidocaine, 1:1:1",B201,ASD_public_dataset,1,0.2830416952380952,0.2699587714285714,0.2681026095238095,0.2683201809523809,0.2685178857142857,0.266670180952381
L006,"levamisole:phenacetin, 1:1",B202,ASD_public_dataset,1,0.2453982476190476,0.2385430285714285,0.2357440619047618,0.2347656428571428,0.2330499,0.2300807333333333
P009,"phenacetin:lidocaine, 1:1",B203,ASD_public_dataset,1,0.2340052809523809,0.2268606190476191,0.2250632666666666,0.224160080952381,0.2221606142857142,0.2193186333333333
P010,"phenacetin:procaine, 1:1",B204,ASD_public_dataset,1,0.2523734619047618,0.2399204047619048,0.2331999333333333,0.2312103428571429,0.2283062428571428,0.2248164999999999
L007,"levamisole:phenacetin:procaine, 1:1:1",B205,ASD_public_dataset,1,0.2176214476190476,0.2070025952380952,0.2013039476190476,0.1995791142857142,0.1971465809523809,0.1943934619047619
P011,"paracetamol:phenacetin, 1:1",B206,ASD_public_dataset,1,0.1953337761904761,0.1932316,0.1924744,0.191752038095238,0.1902410428571428,0.1879080857142857
D004,"diazepam tablet 10 mg, grinded",B207,ASD_public_dataset,1,0.2050851714285714,0.1804466523809524,0.1709954380952381,0.1687026904761904,0.1660379857142857,0.1633984142857142
M051,"methylphenidate 10 mg tablet, grinded",B208,ASD_public_dataset,1,0.2280032047619048,0.2094794238095238,0.1987785190476191,0.1961258142857143,0.1931120523809524,0.1902497809523809
L008,lidocaine,B209,ASD_public_dataset,1,0.2468832333333332,0.2387215809523809,0.2349000285714285,0.2340594285714285,0.2331769809523808,0.2319793095238095
P012,phenacetin,B210,ASD_public_dataset,1,0.3001576142857143,0.2974073999999999,0.296163,0.2940905,0.2899956476190476,0.2840563476190476
P013,procaine,B211,ASD_public_dataset,1,0.3359667523809524,0.3047981047619047,0.2841187238095238,0.278555938095238,0.2714693047619048,0.2640498809523809
B002,benzocaine,B212,ASD_public_dataset,1,0.2976584095238095,0.2957995523809524,0.2946913190476191,0.2946584380952381,0.2947346428571428,0.2951271857142857
M052,mannitol,B213,ASD_public_dataset,1,0.2256687952380952,0.222983919047619,0.2215941238095237,0.2212936047619047,0.2211200238095238,0.2216523952380951
L009,lactose,B214,ASD_public_dataset,1,0.2786134904761904,0.2531328047619047,0.2341845619047618,0.2279685380952381,0.219730338095238,0.2087890476190475
